ARGUMENT	Nc	ARGUMENT
sentant	Ga	SENTIR
ému	Ge	ÉMOUVOIR
de	S	DE
ses	Ds	SON
inquiétudes	Nc	INQUIÉTUDE
et	Cc	ET
ne	Rp	NE
voulant	Ga	VOULOIR
pas	Rg	PAS
faire	Vvn	FAIRE
connaître	Vvn	CONNAÎTRE
son	Ds	SON
faible	Nc	FAIBLE
à	S	À
ses	Ds	SON
peuples	Nc	PEUPLE
,	Fw	,
prend	Vvc	PRENDRE
du	S+Da	DE+LE
temps	Nc	TEMPS
pour	S	POUR
se	Pp	IL
remettre	Vvn	REMETTRE
,	Fw	,
et	Cc	ET
commande	Vvc	COMMANDER
à	S	À
tous	Di	TOUT
ses	Ds	SON
gens	Nc	GENS|GENT
de	S	DE
suivre	Vvn	SUIVRE
son	Ds	SON
fils	Nc	FIL|FILS
,	Fw	,
voulant	Ga	VOULOIR
faire	Vvn	FAIRE
voir	Vvn	VOIR
au	S+Da	À+LE
peuple	Nc	PEUPLE
d'	S	DE
Athènes	Nc	Athènes
qu'	Pr	QUE
il	Pp	IL
était	Vuc	ÊTRE
aimé	Ge	AIMER
de	S	DE
sorte	Nc	SORTE
qu'	Pr	QUE
il	Pp	IL
pouvait	Vvc	POUVOIR
aller	Vvn	ALLER
sans	S	SANS
gardes	Nc	GARDE|GARDES
parmi	S	PARMI
ses	Ds	SON
sujets	Nc	SUJET
.	Fs	.
5.	Dt	@ord@
Étant	Nc	Étant
seul	Ag	SEUL
il	Pp	IL
laisse	Vvc	LAISSER
triompher	Vvn	TRIOMPHER
tour	Nc	TOUR
à	S	À
tour	Nc	TOUR
de	S	DE
divers	Ag	DIVERS
mouvements	Nc	MOUVEMENT
de	S	DE
Justice	Nc	JUSTICE
et	Cc	ET
d'	S	DE
amitié	Nc	AMITIÉ
,	Fw	,
ce	Pd	CE
qui	Pr	QUI
donne	Vvc	DONNER
à	S	À
Minerve	Vvc	Minerve
de	S	DE
le	Pp	IL
prendre	Vvn	PRENDRE
dans	S	DANS
ses	Ds	SON
bons	Ag	BON
sentiments	Nc	SENTIMENT
.	Fs	.
6.	Pt	@ord@
Elle	Vvc	Elle
paraît	Vvc	PARAÎTRE
toute	Rg	TOUTE
effrayée	Ge	EFFRAYER
,	Fw	,
dont	Pr	DONT
Philippe	Vvc	Philippe
étonné	Ge	ÉTONNER
lui	Pp	IL
commande	Vvc	COMMANDER
de	S	DE
se	Pp	IL
retirer	Vvn	RETIRER
après	S	APRÈS
avoir	Vun	AVOIR
su	Ge	SAVOIR
le	Da	LE
sujet	Nc	SUJET
qui	Pr	QUI
la	Pp	IL
conduisait	Vvc	CONDUIRE
.	Fs	.
Elle	Pp	IL
lui	Pp	IL
donne	Vvc	DONNER
des	Dn	UN
marques	Nc	MARQUE
d'	S	DE
une	Dn	UN
douleur	Nc	DOULEUR
excessive	Ag	EXCESSIF
,	Fw	,
et	Cc	ET
s'	Pp	SE
étant	Ga	ÊTRE
servie	Ge	SERVIR
impuissamment	Ag	impuissamment
de	S	DE
la	Da	LE
prière	Nc	PRIÈRE
,	Fw	,
laisse	Vvc	LAISSER
agir	Vvn	AGIR
son	Ds	SON
ressentiment	Nc	RESSENTIMENT
avec	S	AVEC
une	Dn	UN
impétuosité	Nc	IMPÉTUOSITÉ
qui	Pr	QUI
la	Pp	IL
jette	Vvc	JETER
dans	S	DANS
le	Da	LE
désespoir	Nc	DÉSESPOIR
,	Fw	,
et	Cc	ET
se	Pp	IL
faisant	Ga	FAIRE
justice	Nc	JUSTICE
elle-même	Pp	ELLE-MÊME
,	Fw	,
le	Da	LE
perce	Nc	PERCE
d'	S	DE
un	Dn	UN
coup	Nc	COUP
mortel	Ag	MORTEL
,	Fw	,
et	Cc	ET
venge	Vvc	VENGER
en	S	EN
même	Ag	MÊME
temps	Nc	TEMPS
cette	Dd	CE
mort	Nc	MORT
par	S	PAR
la	Da	LE
sienne	Ps	SIEN
.	Fs	.
Oui	Rg	OUI
si	Cs	SI
tu	Pp	TU
veux	Vvc	VOULOIR
monter	Vvn	MONTER
en	S	EN
ce	Dd	CE
degré	Nc	DEGRÉ
suprême	Ag	SUPRÊME
,	Fw	,
Et	Vvc	Et
régner	Vvn	RÉGNER
sur	S	SUR
autrui	Pi	AUTRUI
,	Fw	,
règne	Vvc	RÉGNER
dessus	S	DESSUS
toi-même	Pp	LUI-MÊME
,	Fw	,
Et	Vvc	Et
viens	Vvc	VENIR
apprendre	Vvn	APPRENDRE
l'	Da	LE
art	Nc	ART
de	S	DE
te	Pp	TU
donner	Vvn	DONNER
la	Da	LE
loi	Nc	LOI
Avant	Ga	Avant
que	Cs	QUE
tes	Ds	TON
sujets	Nc	SUJET
ne	Rp	NE
la	Pp	IL
reçoivent	Vvc	RECEVOIR
de	S	DE
toi	Pp	TU
.	Fs	.
Ce	Dd	CE
sceptre	Nc	SCEPTRE
que	Pr	QUE
tu	Pp	TU
vois	Vvc	ALLER|VOIR
tout	Di	TOUT
brillant	Nc	BRILLANT
de	S	DE
lumière	Nc	LUMIÈRE
Est	Vvc	Est
toujours	Rg	TOUJOURS
composé	Ge	COMPOSER
d'	S	DE
une	Dn	UN
lourde	Ag	LOURD
matière	Nc	MATIÈRE
,	Fw	,
Qui	Vvc	Qui
chargeant	Ga	CHARGER
trop	Rg	TROP
la	Da	LE
main	Nc	MAIN
de	S	DE
celui	Pd	CELUI
qui	Pr	QUI
le	Pp	IL
tient	Vvc	TENIR
,	Fw	,
Perd	Vvc	PERDRE
souvent	Rg	SOUVENT
sa	Ds	SON
beauté	Nc	BEAUTÉ
quand	Cs	QUAND
il	Pp	IL
nous	Pp	NOUS
appartient	Vvc	APPARTENIR
.	Fs	.
Ces	Dd	CE
superbes	Ag	SUPERBE
habits	Nc	HABIT|HABITS
de	S	DE
pourpre	Nc	POURPRE
et	Cc	ET
d'	S	DE
écarlate	Nc	ÉCARLATE
Ont	Vvc	Ont
un	Dn	UN
lustre	Nc	LUSTRE
qui	Pr	QUI
trompe	Vvc	TROMPER
autant	Rg	AUTANT
comme	Cs	COMME
il	Pp	IL
éclate	Vvc	ÉCLATER
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
semble	Vvc	SEMBLER
charmant	Ga	CHARMER
qu'	Cs	QUE
alors	Rg	ALORS
qu'	Cs	QUE
il	Pp	IL
éblouit	Vvc	ÉBLOUIR
Mais	Vvc	Mais
qui	Pr	QUI
se	Pp	IL
montre	Vvc	MONTRER
rude	Ag	RUDE
alors	Rg	ALORS
qu'	Cs	QUE
on	Pp	ON
en	Pp	EN
jouit	Vvc	JOUIR
.	Fs	.
En	S	EN
un	Dn	UN
mot	Nc	MOT
la	Da	LE
Couronne	Nc	COURONNE
a	Vuc	AVOIR
de	Dn	UN
grands	Ag	GRAND
avantages	Nc	AVANTAGE
,	Fw	,
Les	Vvc	Les
plus	Rg	PLUS
vains	Ag	VAIN
des	S+Da	DE+LE|DE+LES
mortels	Nc	MORTEL
lui	Pp	IL
rendent	Vvc	RENDRE
leurs	Ds	LEUR
hommages	Nc	HOMMAGE
,	Fw	,
Mais	Vvc	Mais
quel	Dt	QUEL
éclat	Nc	ÉCLAT
qu'	Pr	QUE
elle	Pp	IL
ait	Vuc	AVOIR
,	Fw	,
elle	Pp	IL
a	Vuc	AVOIR
toujours	Rg	TOUJOURS
son	Ds	SON
poids	Nc	POIDS
,	Fw	,
Et	Vvc	Et
son	Ds	SON
or	Nc	OR
fait	Vvc	FAIRE
blanchir	Vvn	BLANCHIR
la	Da	LE
tête	Nc	TÊTE
de	S	DE
nos	Ds	NOTRE
Rois	Vvc	Rois
:	Fw	:
Sache	Vvc	SAVOIR
donc	Rg	DONC
pour	S	POUR
monter	Vvn	MONTER
au	S+Da	À+LE
trône	Nc	TRÔNE
de	S	DE
ton	Ds	TON
père	Nc	PÈRE
Qu'	Vvc	Qu'
il	Pp	IL
ne	Rp	NE
donne	Vvc	DONNER
rien	Pi	RIEN
moins	Rg	MOINS
que	Cs	QUE
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
en	Pp	EN
espère	Vvc	ESPÉRER
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
est	Vuc	ÊTRE
plein	Ag	PLEIN
de	S	DE
chagrins	Ag	CHAGRIN
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
produit	Vvc	PRODUIRE
des	Dn	UN
soucis	Nc	SOUCI
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
tourmente	Vvc	TOURMENTER
toujours	Rg	TOUJOURS
ceux	Pd	CELUI
qu'	Pr	QUE
on	Pp	ON
y	Pp	Y
voit	Vvc	VOIR
assis	Ge	ASSEOIR
;	Fw	;
Qu'	Vvc	Qu'
il	Pp	IL
lui	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
apporter	Vvn	APPORTER
le	Da	LE
bien	Rg	BIEN
qu'	Cs	QUE
on	Pp	ON
lui	Pp	IL
demande	Vvc	DEMANDER
,	Fw	,
Que	Vvc	Que
qui	Pr	QUI
le	Pp	IL
connaît	Vvc	CONNAÎTRE
bien	Rg	BIEN
,	Fw	,
le	Pp	IL
fuit	Vvc	FUIR
,	Fw	,
et	Cc	ET
l'	Pp	IL
appréhende	Vvc	APPRÉHENDER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
il	Pp	IL
rend	Vvc	RENDRE
tous	Di	TOUT
les	Da	LE
Rois	Vvc	Rois
bien	Rg	BIEN
plus	Rg	PLUS
heureux	Ag	HEUREUX
que	Cs	QUE
nous	Pp	NOUS
,	Fw	,
Si	Vvc	Si
le	Da	LE
lit	Nc	LIT
bien	Rg	BIEN
doré	Ge	DORER
rend	Vvc	RENDRE
le	Da	LE
sommeil	Nc	SOMMEIL
plus	Rg	PLUS
doux	Ag	DOUX
.	Fs	.
Mais	Cc	MAIS
ayant	Ga	AVOIR
aujourd'hui	Rg	AUJOURD'HUI
le	Da	LE
dessein	Nc	DESSEIN
de	S	DE
t'	Pp	TU
instruire	Vvn	INSTRUIRE
Je	Vvc	Je
m'	Pp	JE
en	Pp	EN
vais	Vvc	ALLER
t'	Pp	TU
enseigner	Vvn	ENSEIGNER
comme	Cs	COMME
il	Pp	IL
t'	Pp	TU
y	Pp	Y
faut	Vvc	FAILLIR|FALLOIR
conduire	Vvn	CONDUIRE
,	Fw	,
Te	Vvc	Te
montrer	Vvn	MONTRER
en	S	EN
tableau	Nc	TABLEAU
des	S+Da	DE+LE|DE+LES
Princes	Nc	PRINCE
vertueux	Ag	VERTUEUX
Pour	Nc	POUR
en	S	EN
prendre	Vvn	PRENDRE
l'	Da	LE
exemple	Nc	EXEMPLE
,	Fw	,
et	Cc	ET
te	Pp	TU
former	Vvn	FORMER
sur	S	SUR
eux	Pp	EUX
,	Fw	,
Éviter	Nc	Éviter
le	Da	LE
défaut	Nc	DÉFAUT
qui	Pr	QUI
fût	Vuc	ÊTRE
en	S	EN
leurs	Ds	LEUR
personnes	Nc	PERSONNE
,	Fw	,
Prendre	Vvc	Prendre
les	Da	LE
qualités	Nc	QUALITÉ
que	Pr	QUE
nous	Pp	NOUS
jugerons	Vvc	JUGER
bonnes	Ag	BON
,	Fw	,
Et	Vvc	Et
faire	Vvn	FAIRE
ce	Pd	CE
qu'	Pr	QUE
aucun	Pi	AUCUN
n'	Rp	NE
a	Vuc	AVOIR
jamais	Rg	JAMAIS
inventé	Ge	INVENTER
,	Fw	,
En	Vvc	En
te	Pp	TU
divertissant	Ga	DIVERTIR
avec	S	AVEC
utilité	Nc	UTILITÉ
.	Fs	.
Et	Cc	ET
comme	Cs	COMME
un	Dn	UN
Souverain	Nc	SOUVERAIN
n'	Rp	NE
a	Vuc	AVOIR
point	Rg	POINT
de	S	DE
plus	Rg	PLUS
grand	Ag	GRAND
vice	Nc	VICE
,	Fw	,
Que	Vvc	Que
celui	Pd	CELUI
de	S	DE
manquer	Vvn	MANQUER
à	S	À
rendre	Vvn	RENDRE
la	Da	LE
Justice	Nc	JUSTICE
,	Fw	,
Je	Vvc	Je
vais	Vvc	ALLER
t'	Pp	TU
en	S	EN
montrer	Vvn	MONTRER
un	Pi	UN
qui	Pr	QUI
perd	Vvc	PERDRE
dedans	Rg	DEDANS
sa	Ds	SON
Cour	Nc	COUR
Pour	Ag	Pour
ne	Rp	NE
la	Pp	IL
rendre	Vvn	RENDRE
pas	Rg	PAS
,	Fw	,
la	Da	LE
Couronne	Nc	COURONNE
et	Cc	ET
le	Da	LE
jour	Nc	JOUR
.	Fs	.
Par	S	PAR
quelle	Dt	QUEL
invention	Nc	INVENTION
?	Fs	?
J'	Pp	JE
ai	Vuc	AVOIR
chez	S	CHEZ
moi	Pp	JE
de	Dn	UN
grands	Ag	GRAND
hommes	Nc	HOMME
,	Fw	,
Les	Vvc	Les
merveilles	Nc	MERVEILLE
de	S	DE
France	Nc	France
et	Cc	ET
du	S+Da	DE+LE
siècle	Nc	SIÈCLE
où	Pr	OÙ
nous	Pp	NOUS
sommes	Vuc	ÊTRE
,	Fw	,
Qui	Vvc	Qui
mêlant	Ga	MÊLER
l'	Da	LE
artifice	Nc	ARTIFICE
avec	S	AVEC
le	Da	LE
jugement	Nc	JUGEMENT
Savent	Vvc	SAVOIR
avec	S	AVEC
tant	Rg	TANT
d'	S	DE
art	Nc	ART
dépeindre	Vvn	DÉPEINDRE
un	Dn	UN
mouvement	Nc	MOUVEMENT
Et	Vvc	Et
ces	Dd	CE
bouillants	Ag	BOUILLANT
désirs	Nc	DÉSIR
qui	Pr	QUI
souvent	Rg	SOUVENT
nous	Pp	NOUS
tourmentent	Vvc	TOURMENTER
Qu'	Vvc	Qu'
on	Pp	ON
dirait	Vvc	DIRE
à	S	À
les	Pp	ILS
voir	Vvn	VOIR
qu'	Cs	QUE
eux	Pp	EUX
-mêmes	Vvc	-mêmes
les	Pp	ILS
ressentent	Vvc	RESSENTIR
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
bien	Rg	BIEN
du	S+Da	DE+LE
temps	Nc	TEMPS
.	Fs	.
Il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
qu'	Rg	QUE
un	Dn	UN
moment	Nc	MOMENT
Pour	Ag	Pour
te	Pp	TU
faire	Vvn	FAIRE
goûter	Vvn	GOÛTER
ce	Dd	CE
divertissement	Nc	DIVERTISSEMENT
,	Fw	,
Page	Nc	PAGE
,	Fw	,
faites	Vvc	FAIRE
lever	Vvn	LEVER
cette	Dd	CE
tapisserie	Nc	TAPISSERIE
,	Fw	,
Ils	Vvc	Ils
sont	Vuc	ÊTRE
prêts	Ag	PRÊT
,	Fw	,
mais	Cc	MAIS
surtout	Rg	SURTOUT
écoute	Vvc	ÉCOUTER
je	Pp	JE
te	Pp	TU
prie	Vvc	PRIER
.	Fs	.
On	Pp	ON
tire	Vvc	TIRER
une	Dn	UN
toile	Nc	TOILE
et	Cc	ET
l'	Pp	IL
on	Pp	ON
voit	Vvc	VOIR
un	Dn	UN
jardin	Nc	JARDIN
dans	S	DANS
lequel	Pr	LEQUEL
est	Vuc	ÊTRE
une	Dn	UN
femme	Nc	FEMME
en	S	EN
colère	Nc	COLÈRE
.	Fs	.
Ils	Pp	ILS
se	Pp	IL
mettent	Vvc	METTRE
en	S	EN
un	Dn	UN
des	S+Da	DE+LE|DE+LES
coins	Nc	COIN
du	S+Da	DE+LE
Théâtre	Nc	Théâtre
pour	S	POUR
écouter	Vvn	ÉCOUTER
.	Fs	.
Après	Vvc	Après
un	Dn	UN
tel	Ag	TEL
affront	Nc	AFFRONT
me	Pp	JE
refuser	Vvn	REFUSER
Justice	Nc	JUSTICE
,	Fw	,
Rebuter	Vvn	REBUTER
l'	Da	LE
innocence	Nc	INNOCENCE
,	Fw	,
et	Cc	ET
soutenir	Vvn	SOUTENIR
le	Da	LE
vice	Nc	VICE
,	Fw	,
Sont	Vvc	Sont
-ce	Vvc	-ce
les	Da	LE
actions	Nc	ACTION
d'	S	DE
un	Dn	UN
juste	Nc	JUSTE
Potentat	Vvc	Potentat
?	Fs	?
Est	Vuc	ÊTRE
-ce	Vvc	-ce
de	S	DE
la	Da	LE
façon	Nc	FAÇON
qu'	Pr	QUE
il	Pp	IL
maintient	Vvc	MAINTENIR
son	Ds	SON
État	Nc	État
,	Fw	,
Et	Vvc	Et
le	Pp	IL
doit	Vvc	DEVOIR
-on	Nc	-on
tenir	Vvn	TENIR
pour	S	POUR
Prince	Nc	PRINCE
légitime	Ag	LÉGITIME
?	Fs	?
S'	Pp	SE
il	Pp	IL
est	Vuc	ÊTRE
enfant	Nc	ENFANT
du	S+Da	DE+LE
vice	Nc	VICE
,	Fw	,
et	Cc	ET
règne	Vvc	RÉGNER
avec	S	AVEC
le	Da	LE
crime	Nc	CRIME
,	Fw	,
Que	Vvc	Que
me	Pp	JE
sert	Vvc	SERVIR
qu'	Cs	QUE
il	Pp	IL
ait	Vuc	AVOIR
fait	Ge	FAIRE
tant	Rg	TANT
de	S	DE
rares	Ag	RARE
exploits	Nc	EXPLOIT
Qu'	Vvc	Qu'
il	Pp	IL
range	Vvc	RANGER
chaque	Di	CHAQUE
jour	Nc	JOUR
des	S+Da	DE+LE|DE+LES
peuples	Nc	PEUPLE
sous	S	SOUS
ses	Ds	SON
lois	Nc	LOI
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
emporte	Vvc	EMPORTER
des	S+Da	DE+LE|DE+LES
forts	Ag	FORT
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
gagne	Vvc	GAGNER
des	Dn	UN
batailles	Nc	BATAILLE
S'	Vvc	S'
il	Pp	IL
se	Pp	IL
laisse	Vvc	LAISSER
gagner	Vvn	GAGNER
dans	S	DANS
ses	Ds	SON
propres	Ag	PROPRE
murailles	Nc	MURAILLE
,	Fw	,
Et	Vvc	Et
si	Rg	SI
dedans	Rg	DEDANS
sa	Ds	SON
Cour	Nc	COUR
il	Pp	IL
quitte	Vvc	QUITTER
la	Da	LE
vertu	Nc	VERTU
Dont	Vvc	Dont
par	S	PAR
toute	Di	TOUT
la	Da	LE
terre	Nc	TERRE
il	Pp	IL
semble	Vvc	SEMBLER
revêtu	Ge	REVÊTIR
.	Fs	.
Il	Pp	IL
souffre	Vvc	SOUFFRIR
qu'	Cs	QUE
un	Dn	UN
brutal	Nc	BRUTAL
lui	Pp	IL
jette	Vvc	JETER
dedans	Rg	DEDANS
l'	Da	LE
âme	Nc	ÂME
Un	Vvc	Un
funeste	Ag	FUNESTE
poison	Nc	POISON
qui	Pr	QUI
le	Pp	IL
couvre	Vvc	COUVRIR
de	S	DE
blâme	Nc	BLÂME
,	Fw	,
Qu'	Vvc	Qu'
un	Dn	UN
flatteur	Ag	FLATTEUR
enragé	Nc	ENRAGÉ
lui	Pp	IL
sème	Vvc	SEMER
des	Dn	UN
appas	Nc	APPAS
,	Fw	,
Et	Vvc	Et
le	Pp	IL
rende	Vvc	RENDRE
noirci	Ge	NOIRCIR
des	S+Da	DE+LE|DE+LES
défauts	Nc	DÉFAUT
qu'	Pr	QUE
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
.	Fs	.
Il	Pp	IL
le	Pp	IL
rend	Vvc	RENDRE
odieux	Ag	ODIEUX
quoiqu'il	Nc	quoiqu'il
soit	Vuc	ÊTRE
adorable	Ag	ADORABLE
,	Fw	,
Quoiqu'il	Nc	Quoiqu'il
soit	Vuc	ÊTRE
vertueux	Ag	VERTUEUX
,	Fw	,
il	Pp	IL
le	Pp	IL
rend	Vvc	RENDRE
exécrable	Ag	EXÉCRABLE
,	Fw	,
Et	Vvc	Et
tout	Pi	TOUT
aimé	Ge	AIMER
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
lui	Pp	IL
fait	Vvc	FAIRE
des	Dn	UN
ennemis	Nc	ENNEMI
,	Fw	,
Lui	Nc	Lui
faisant	Ga	FAIRE
soutenir	Vvn	SOUTENIR
les	Da	LE
maux	Nc	MAL
qu'	Pr	QUE
il	Pp	IL
a	Vuc	AVOIR
commis	Ge	COMMETTRE
.	Fs	.
Ah	I	AH
!	Fs	!
Philippe	Nc	Philippe
,	Fw	,
ah	I	AH
!	Fs	!
Mon	Ds	MON
Roi	Nc	ROI
,	Fw	,
ne	Rp	NE
défends	Vvc	DÉFENDRE
plus	Rg	PLUS
ce	Dd	CE
traître	Nc	TRAÎTRE
.	Fs	.
Soutenant	Ga	SOUTENIR
un	Dn	UN
méchant	Nc	MÉCHANT
on	Pp	ON
commence	Vvc	COMMENCER
de	S	DE
l'	Pp	IL
être	Vun	ÊTRE
,	Fw	,
En	Vvc	En
défendant	Ga	DÉFENDRE
le	Da	LE
vice	Nc	VICE
on	Pp	ON
prend	Vvc	PRENDRE
part	Nc	PART
au	S+Da	À+LE
forfait	Nc	FORFAIT
,	Fw	,
Et	Vvc	Et
l'	Pp	IL
on	Pp	ON
fait	Vvc	FAIRE
plus	Rg	PLUS
de	S	DE
mal	Rg	MAL
que	Cs	QUE
celui	Pd	CELUI
qui	Pr	QUI
l'	Pp	IL
a	Vuc	AVOIR
fait	Ge	FAIRE
,	Fw	,
Souffre	Vvc	SOUFFRIR
que	Cs	QUE
mon	Ds	MON
honneur	Nc	HONNEUR
te	Pp	TU
demande	Vvc	DEMANDER
vengeance	Nc	VENGEANCE
,	Fw	,
Ne	Vvc	Ne
lui	Pp	IL
refuse	Vvc	REFUSER
pas	Rg	PAS
cette	Dd	CE
douce	Ag	DOUX
allégeance	Nc	ALLÉGEANCE
,	Fw	,
Et	Vvc	Et
permets	Vvc	PERMETTRE
que	Cs	QUE
ce	Dd	CE
coeur	Nc	CUR
perde	Vvc	PERDRE
qui	Pr	QUI
l'	Pp	IL
a	Vuc	AVOIR
perdu	Ge	PERDRE
,	Fw	,
Mais	Vvc	Mais
malgré	S	MALGRÉ
la	Da	LE
raison	Nc	RAISON
tu	Pp	TU
me	Pp	JE
l'	Pp	IL
as	Vuc	AVOIR
défendu	Ge	DÉFENDRE
,	Fw	,
Et	Vvc	Et
quand	Cs	QUAND
je	Pp	JE
te	Pp	TU
parlais	Vvc	PARLER
bien	Rg	BIEN
loin	Rg	LOIN
d'	S	DE
être	Vun	ÊTRE
écoutée	Ge	ÉCOUTER
,	Fw	,
Tu	Vvc	Tu
m'	Pp	JE
as	Vuc	AVOIR
fermé	Ge	FERMER
la	Da	LE
bouche	Nc	BOUCHE
,	Fw	,
et	Cc	ET
tu	Pp	TU
m'	Pp	JE
as	Vuc	AVOIR
rebutée	Ge	REBUTER
.	Fs	.
Ah	I	AH
!	Fs	!
Je	Pp	JE
n'	Rp	NE
espère	Vvc	ESPÉRER
plus	Rg	PLUS
aucun	Di	AUCUN
secours	Nc	SECOURS
de	S	DE
toi	Pp	TU
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
en	Pp	EN
attendrai	Vvc	ATTENDRE
plus	Rg	PLUS
que	Cs	QUE
du	S+Da	DE+LE
Ciel	Nc	CIEL
et	Cc	ET
de	S	DE
moi	Pp	JE
:	Fw	:
Je	Pp	JE
vais	Vvc	ALLER
voir	Vvn	VOIR
ce	Dd	CE
